timestamp,dst,dport,bytes,rtt_ms,status
1788187370.040790,10.0.0.100,22,406,19.756,ok
1788187370.425494,10.0.0.100,80,1390,20.737,ok
1788187370.647100,10.0.0.100,3306,872,18.535,ok
1788187370.685173,10.0.0.100,22,152,18.340,ok
1788187372.270649,10.0.0.100,22,240,19.148,ok
1788187374.019996,10.0.0.100,22,346,14.435,ok
1788187376.528050,10.0.0.100,3306,416,14.648,ok
1788187376.961638,10.0.0.100,443,4344,21.032,ok
1788187377.667219,10.0.0.100,3306,865,30.962,ok
1788187378.154559,10.0.0.100,22,227,18.364,ok
1788187378.428062,10.0.0.100,8080,1456,21.915,ok
1788187378.772663,10.0.0.100,80,3112,16.282,ok
1788187379.273957,10.0.0.100,80,815,19.994,ok
1788187379.601901,10.0.0.100,443,4344,18.693,ok
1788187380.810655,10.0.0.100,3306,259,18.628,ok
1788187380.960292,10.0.0.100,8080,1381,20.838,ok
1788187381.287791,10.0.0.100,8080,922,17.246,ok
1788187381.428169,10.0.0.100,80,2398,20.824,ok
1788187382.322211,10.0.0.100,443,2387,19.433,ok
1788187383.983609,10.0.0.100,8080,435,12.980,ok
1788187384.103917,10.0.0.100,80,859,18.865,ok
1788187385.726507,10.0.0.100,443,5792,14.455,ok
1788187385.880984,10.0.0.100,443,2331,23.151,ok
1788187386.123316,10.0.0.100,22,236,16.068,ok
1788187386.896228,10.0.0.100,8080,339,12.546,ok
1788187386.979961,10.0.0.100,3306,913,14.002,ok
1788187387.436235,10.0.0.100,3306,425,13.698,ok
1788187391.695859,10.0.0.100,443,2896,31.209,ok
1788187392.162444,10.0.0.100,80,1137,20.196,ok
1788187392.853555,10.0.0.100,80,389,37.749,ok
1788187395.048832,10.0.0.100,22,301,15.461,ok
1788187395.735314,10.0.0.100,22,481,24.257,ok
1788187395.992749,10.0.0.100,22,234,14.305,ok
1788187396.810906,10.0.0.100,22,392,14.223,ok
1788187396.889806,10.0.0.100,22,147,14.771,ok
1788187397.022676,10.0.0.100,22,159,14.567,ok
1788187397.700604,10.0.0.100,22,295,22.007,ok
1788187398.040015,10.0.0.100,80,2913,20.036,ok
1788187398.329226,10.0.0.100,443,4180,15.025,ok
1788187398.673198,10.0.0.100,80,3945,17.417,ok
1788187398.777506,10.0.0.100,22,348,17.239,ok
1788187399.109862,10.0.0.100,3306,498,14.939,ok
1788187399.422366,10.0.0.100,443,2896,18.621,ok
1788187399.788500,10.0.0.100,80,3485,17.546,ok
1788187402.010339,10.0.0.100,3306,752,15.659,ok
1788187402.441460,10.0.0.100,22,427,25.132,ok
1788187402.473849,10.0.0.100,3306,361,13.851,ok
1788187405.211512,10.0.0.100,443,4344,14.423,ok
1788187406.365547,10.0.0.100,8080,1098,14.423,ok
