timestamp,dpid,src_ip,distinct_dports,distinct_dst_ips,new_flows_per_s,active_flows,pkts_per_s,bytes_per_s,avg_bytes_per_flow,single_pkt_flow_ratio,packet_in_per_s,redirected
1788270745.166,2,10.0.0.11,4,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270745.166,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270747.165,1,10.0.0.12,5,1,1.20,12,122.00,499572.00,208155.0,0.000,2.00,0
1788270747.165,1,10.0.0.11,5,1,1.00,13,134.20,500377.20,192452.8,0.077,2.00,0
1788270747.167,2,10.0.0.12,5,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270747.167,2,10.0.0.11,5,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270747.167,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270749.171,1,10.0.0.12,4,1,0.80,9,87.80,374434.80,208019.3,0.000,0.50,0
1788270749.171,1,10.0.0.11,3,1,0.60,9,101.00,375306.00,208503.3,0.000,0.50,0
1788270749.178,2,10.0.0.12,4,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270749.178,2,10.0.0.11,3,1,0.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270749.178,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270751.175,1,10.0.0.12,4,1,0.80,9,79.00,332894.00,184941.1,0.111,3.00,0
1788270751.175,1,10.0.0.11,3,1,1.20,10,103.00,396011.60,198005.8,0.000,3.00,0
1788270751.182,2,10.0.0.12,4,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270751.182,2,10.0.0.11,3,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270751.182,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270753.172,1,10.0.0.12,5,1,1.20,12,122.20,465298.00,193874.2,0.000,4.50,0
1788270753.172,1,10.0.0.11,3,1,1.80,13,127.40,499928.40,192280.2,0.077,4.50,0
1788270753.175,2,10.0.0.12,5,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270753.175,2,10.0.0.11,3,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270753.175,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270755.177,1,10.0.0.12,4,1,1.40,11,125.00,458810.00,208550.0,0.000,2.00,0
1788270755.177,1,10.0.0.11,3,1,1.60,13,150.20,542393.20,208612.8,0.000,2.00,0
1788270755.180,2,10.0.0.12,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270755.180,2,10.0.0.11,3,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270755.180,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270757.175,1,10.0.0.12,4,1,1.00,9,100.20,375253.20,208474.0,0.000,0.00,0
1788270757.175,1,10.0.0.11,3,1,1.00,12,142.40,500918.40,208716.0,0.000,0.00,0
1788270757.177,2,10.0.0.12,4,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270757.177,2,10.0.0.11,3,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270757.177,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270759.174,1,10.0.0.12,2,1,0.40,10,118.80,417440.80,208720.4,0.000,3.00,0
1788270759.174,1,10.0.0.11,3,1,0.80,15,159.60,583973.60,194657.9,0.067,3.00,0
1788270759.176,2,10.0.0.12,2,1,0.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270759.176,2,10.0.0.11,3,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270759.176,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270761.187,2,10.0.0.12,4,1,1.40,0,0.00,0.00,0.0,0.000,5.00,0
1788270761.187,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,5.00,0
1788270761.187,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,5.00,0
1788270761.188,1,10.0.0.12,4,1,1.40,14,153.20,561716.80,200613.1,0.000,0.00,0
1788270761.188,1,10.0.0.11,4,1,1.80,17,182.40,667398.40,196293.6,0.059,0.00,0
1788270763.288,1,10.0.0.12,4,1,1.40,11,122.60,458651.60,208478.0,0.000,1.50,0
1788270763.288,1,10.0.0.11,4,1,1.80,14,157.20,543446.40,194088.0,0.000,1.50,0
1788270763.290,2,10.0.0.12,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270763.290,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270763.290,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270765.179,1,10.0.0.12,5,1,1.20,11,111.60,416965.60,189529.8,0.091,2.50,0
1788270765.179,1,10.0.0.11,3,1,1.40,13,143.20,541931.20,208435.1,0.000,2.50,0
1788270765.181,2,10.0.0.12,5,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270765.181,2,10.0.0.11,3,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270765.181,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270767.184,1,10.0.0.12,4,1,1.20,14,134.60,541363.60,193344.1,0.071,3.00,0
1788270767.184,1,10.0.0.11,4,1,1.20,16,153.40,586762.00,183363.1,0.062,3.00,0
1788270767.187,2,10.0.0.12,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270767.187,2,10.0.0.11,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270767.187,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270769.187,2,10.0.0.12,3,1,2.00,0,0.00,0.00,0.0,0.000,4.50,0
1788270769.187,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,4.50,0
1788270769.187,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,4.50,0
1788270769.189,1,10.0.0.12,3,1,2.00,18,198.80,709440.80,197066.9,0.056,0.00,0
1788270769.189,1,10.0.0.11,4,1,1.60,18,193.80,720417.20,200115.9,0.000,0.00,0
1788270771.190,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,2.50,0
1788270771.190,2,10.0.0.11,3,1,1.80,0,0.00,0.00,0.0,0.000,2.50,0
1788270771.190,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,2.50,0
1788270771.191,1,10.0.0.12,4,1,1.80,15,172.40,587147.20,195715.7,0.000,0.00,0
1788270771.191,1,10.0.0.11,3,1,1.80,15,152.80,583524.80,194508.3,0.067,0.00,0
1788270773.186,1,10.0.0.12,4,1,1.20,15,183.20,626491.20,208830.4,0.000,2.00,0
1788270773.186,1,10.0.0.11,4,1,1.40,15,172.40,625778.40,208592.8,0.000,2.00,0
1788270773.188,2,10.0.0.12,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270773.188,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270773.188,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270775.186,1,10.0.0.12,4,1,1.20,15,172.00,584792.00,194930.7,0.067,2.50,0
1788270775.186,1,10.0.0.11,4,1,1.40,15,166.60,591108.40,197036.1,0.000,2.50,0
1788270775.189,2,10.0.0.12,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270775.189,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270775.189,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270777.194,1,10.0.0.12,4,1,1.40,15,203.40,627420.40,209140.1,0.000,5.00,0
1788270777.194,1,10.0.0.11,4,1,1.60,18,193.20,709071.20,196964.2,0.056,5.00,0
1788270777.200,2,10.0.0.12,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270777.200,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270777.200,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270779.197,1,10.0.0.12,4,1,2.20,16,190.60,641182.00,200369.4,0.000,5.00,0
1788270779.197,1,10.0.0.11,5,1,2.20,19,222.00,751932.00,197876.8,0.053,5.00,0
1788270779.200,2,10.0.0.12,4,1,2.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270779.200,2,10.0.0.11,5,1,2.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270779.200,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270781.198,1,10.0.0.12,4,1,2.00,17,202.20,669296.40,196851.9,0.000,3.00,0
1788270781.198,1,10.0.0.11,5,1,2.20,19,233.80,775022.00,203953.2,0.000,3.00,0
1788270781.199,2,10.0.0.12,4,1,2.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270781.199,2,10.0.0.11,5,1,2.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270781.199,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270783.198,1,10.0.0.12,5,1,1.60,17,222.00,710972.00,209109.4,0.000,3.50,0
1788270783.198,1,10.0.0.11,5,1,2.00,20,222.20,792905.20,198226.3,0.050,3.50,0
1788270783.202,2,10.0.0.12,5,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270783.202,2,10.0.0.11,5,1,2.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270783.202,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270785.198,1,10.0.0.12,4,1,1.60,19,233.80,753302.00,198237.4,0.000,3.00,0
1788270785.198,1,10.0.0.11,4,1,1.80,21,236.60,849018.00,202147.1,0.000,3.00,0
1788270785.200,2,10.0.0.12,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270785.200,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270785.200,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270787.201,1,10.0.0.12,3,1,1.20,17,216.40,710602.40,209000.7,0.000,2.00,0
1788270787.201,1,10.0.0.11,4,1,1.40,19,216.80,792548.80,208565.5,0.000,2.00,0
1788270787.204,2,10.0.0.12,3,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270787.204,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270787.204,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270789.201,1,10.0.0.12,4,1,1.20,15,200.20,606647.60,202215.9,0.000,4.00,0
1788270789.201,1,10.0.0.11,4,1,1.60,18,175.40,707908.40,196641.2,0.000,4.00,0
1788270789.203,2,10.0.0.12,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270789.203,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270789.203,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270791.204,2,10.0.0.12,3,1,1.00,0,0.00,0.00,0.0,0.000,2.00,0
1788270791.204,2,10.0.0.11,3,1,1.40,0,0.00,0.00,0.0,0.000,2.00,0
1788270791.204,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,2.00,0
1788270791.207,1,10.0.0.12,3,1,1.00,15,208.60,628167.60,209389.2,0.000,0.00,0
1788270791.207,1,10.0.0.11,3,1,1.40,17,183.60,708437.60,208364.0,0.000,0.00,0
1788270793.206,1,10.0.0.12,5,1,1.80,15,178.00,586358.40,195452.8,0.000,5.00,0
1788270793.206,1,10.0.0.11,5,1,2.00,18,217.80,751654.80,208793.0,0.000,5.00,0
1788270793.209,2,10.0.0.12,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270793.209,2,10.0.0.11,5,1,2.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270793.209,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270795.204,1,10.0.0.12,4,1,1.00,13,166.60,543475.60,209029.1,0.000,1.00,0
1788270795.204,1,10.0.0.11,5,1,1.40,17,193.00,668689.20,196673.3,0.000,1.00,0
1788270795.206,2,10.0.0.12,4,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270795.206,2,10.0.0.11,5,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270795.206,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270797.205,1,10.0.0.12,3,1,1.20,13,146.40,501182.40,192762.5,0.077,3.00,0
1788270797.205,1,10.0.0.11,4,1,1.40,17,209.80,695862.00,204665.3,0.000,3.00,0
1788270797.207,2,10.0.0.12,3,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270797.207,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270797.207,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270799.208,1,10.0.0.12,2,1,0.80,12,138.20,500641.20,208600.5,0.000,1.50,0
1788270799.208,1,10.0.0.11,4,1,1.40,15,181.60,585425.60,195141.9,0.067,1.50,0
1788270799.211,2,10.0.0.12,2,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270799.211,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270799.211,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270801.208,1,10.0.0.12,3,1,0.80,11,129.00,459074.00,208670.0,0.000,3.00,0
1788270801.208,1,10.0.0.11,4,1,1.40,16,171.00,625686.00,195526.9,0.062,3.00,0
1788270801.211,2,10.0.0.12,3,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270801.211,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270801.211,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270803.211,1,10.0.0.12,2,1,1.00,9,106.00,375636.00,208686.7,0.000,2.00,0
1788270803.211,1,10.0.0.11,5,1,1.40,14,130.00,541072.00,193240.0,0.000,2.00,0
1788270803.212,2,10.0.0.12,2,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270803.212,2,10.0.0.11,5,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270803.212,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270805.210,1,10.0.0.12,4,1,1.20,11,142.60,459971.60,209078.0,0.000,4.00,0
1788270805.210,1,10.0.0.11,4,1,1.80,17,150.80,665904.00,195854.1,0.000,4.00,0
1788270805.213,2,10.0.0.12,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270805.213,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270805.213,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270807.213,1,10.0.0.12,4,1,1.20,11,137.00,459602.00,208910.0,0.000,2.00,0
1788270807.213,1,10.0.0.11,4,1,1.60,16,128.80,622900.80,194656.5,0.062,2.00,0
1788270807.215,2,10.0.0.12,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270807.215,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270807.215,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270809.215,1,10.0.0.12,3,1,1.00,11,129.40,459100.40,208682.0,0.000,2.00,0
1788270809.215,1,10.0.0.11,4,1,1.20,16,145.60,664969.60,207803.0,0.000,2.00,0
1788270809.218,2,10.0.0.12,3,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270809.218,2,10.0.0.11,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270809.218,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270811.221,1,10.0.0.12,5,1,1.20,12,127.40,462166.00,192569.2,0.000,3.50,0
1788270811.221,1,10.0.0.11,4,1,1.40,16,138.20,623521.20,194850.4,0.062,3.50,0
1788270811.226,2,10.0.0.12,5,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270811.226,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270811.226,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270813.217,1,10.0.0.12,4,1,1.00,12,152.60,501591.60,208996.5,0.000,2.50,0
1788270813.217,1,10.0.0.11,3,1,1.40,17,156.40,666273.60,195962.8,0.000,2.50,0
1788270813.220,2,10.0.0.12,4,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270813.220,2,10.0.0.11,3,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270813.220,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270815.216,1,10.0.0.12,5,1,1.40,12,125.60,473052.00,197105.0,0.000,3.00,0
1788270815.216,1,10.0.0.11,3,1,1.60,15,141.60,582785.60,194261.9,0.067,3.00,0
1788270815.218,2,10.0.0.12,5,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270815.218,2,10.0.0.11,3,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270815.218,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270817.217,1,10.0.0.12,4,1,1.00,11,125.80,458862.80,208574.0,0.000,1.00,0
1788270817.217,1,10.0.0.11,2,1,1.00,13,142.80,541904.80,208424.9,0.000,1.00,0
1788270817.220,2,10.0.0.12,4,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270817.220,2,10.0.0.11,2,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270817.220,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270819.222,1,10.0.0.12,4,1,1.20,12,132.40,481320.00,200550.0,0.000,3.50,0
1788270819.222,1,10.0.0.11,4,1,1.40,15,147.40,583168.40,194389.5,0.067,3.50,0
1788270819.225,2,10.0.0.12,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270819.225,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270819.225,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270821.224,1,10.0.0.12,4,1,2.40,11,120.40,459676.80,208944.0,0.000,6.00,0
1788270821.224,1,10.0.0.11,4,1,1.80,15,155.80,583722.80,194574.3,0.067,6.00,0
1788270821.227,2,10.0.0.12,4,1,2.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270821.227,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270821.227,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270823.228,1,10.0.0.12,5,1,2.80,13,132.00,501402.40,192847.1,0.077,4.50,0
1788270823.228,1,10.0.0.11,4,1,2.20,17,190.60,694594.80,204292.6,0.000,4.50,0
1788270823.231,2,10.0.0.12,5,1,2.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270823.231,2,10.0.0.11,4,1,2.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270823.231,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270825.225,1,10.0.0.12,3,1,1.20,13,141.40,503193.20,193535.8,0.000,2.00,0
1788270825.225,1,10.0.0.11,4,1,1.80,16,180.20,667253.20,208516.6,0.000,2.00,0
1788270825.228,2,10.0.0.12,3,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270825.228,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270825.228,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270827.232,2,10.0.0.12,2,1,1.00,0,0.00,0.00,0.0,0.000,1.50,0
1788270827.232,2,10.0.0.11,3,1,1.20,0,0.00,0.00,0.0,0.000,1.50,0
1788270827.232,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,1.50,0
1788270827.233,1,10.0.0.12,2,1,1.00,12,125.00,459980.40,191658.5,0.083,0.00,0
1788270827.233,1,10.0.0.11,3,1,1.20,16,167.80,636781.20,198994.1,0.000,0.00,0
1788270829.235,1,10.0.0.12,2,1,1.00,13,163.20,544421.60,209392.9,0.000,3.50,0
1788270829.235,1,10.0.0.11,4,1,1.40,17,169.60,666565.60,196048.7,0.000,3.50,0
1788270829.237,2,10.0.0.12,2,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270829.237,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270829.237,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270831.236,1,10.0.0.12,5,1,1.80,15,165.20,584934.40,194978.1,0.000,4.50,0
1788270831.236,1,10.0.0.11,5,1,1.80,17,179.40,708160.40,208282.5,0.000,4.50,0
1788270831.241,2,10.0.0.12,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270831.241,2,10.0.0.11,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270831.241,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270833.263,2,10.0.0.12,5,1,1.80,0,0.00,0.00,0.0,0.000,4.00,0
1788270833.263,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,4.00,0
1788270833.263,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,4.00,0
1788270833.264,1,10.0.0.12,5,1,1.80,15,154.60,583643.60,194547.9,0.067,0.00,0
1788270833.264,1,10.0.0.11,4,1,1.80,16,157.80,665774.80,208054.6,0.000,0.00,0
1788270835.238,1,10.0.0.12,4,1,1.80,17,191.20,667979.20,196464.5,0.059,4.50,0
1788270835.238,1,10.0.0.11,5,1,2.00,18,183.40,719730.80,199925.2,0.000,4.50,0
1788270835.241,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270835.241,2,10.0.0.11,5,1,2.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270835.241,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270837.239,1,10.0.0.12,3,1,1.60,18,227.20,752275.20,208965.3,0.000,2.50,0
1788270837.239,1,10.0.0.11,5,1,1.80,19,192.40,750569.60,197518.3,0.000,2.50,0
1788270837.241,2,10.0.0.12,3,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270837.241,2,10.0.0.11,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270837.241,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270839.247,1,10.0.0.12,4,1,1.80,18,199.60,717614.40,199337.3,0.000,4.00,0
1788270839.247,1,10.0.0.11,4,1,2.00,20,219.60,792733.60,198183.4,0.050,4.00,0
1788270839.248,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270839.248,2,10.0.0.11,4,1,2.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270839.248,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270841.245,1,10.0.0.12,4,1,1.60,18,210.40,710797.60,197443.8,0.000,3.00,0
1788270841.245,1,10.0.0.11,4,1,1.40,17,189.60,708833.60,208480.5,0.000,3.00,0
1788270841.248,2,10.0.0.12,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270841.248,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270841.248,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270843.246,1,10.0.0.12,5,1,2.20,20,220.00,792760.00,198190.0,0.050,4.50,0
1788270843.246,1,10.0.0.11,4,1,1.60,18,226.80,752248.80,208958.0,0.000,4.50,0
1788270843.249,2,10.0.0.12,5,1,2.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270843.249,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270843.249,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270845.247,1,10.0.0.12,5,1,1.80,18,193.60,750057.60,208349.3,0.000,1.50,0
1788270845.247,1,10.0.0.11,5,1,1.40,16,187.80,626794.80,195873.4,0.062,1.50,0
1788270845.248,2,10.0.0.12,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270845.248,2,10.0.0.11,5,1,1.20,0,0.00,0.00,0.0,0.000,0.00,0
1788270845.248,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270847.247,1,10.0.0.12,3,1,1.00,15,141.60,623745.60,207915.2,0.000,1.00,0
1788270847.247,1,10.0.0.11,5,1,1.00,14,182.80,585504.80,209108.9,0.000,1.00,0
1788270847.249,2,10.0.0.12,3,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270847.249,2,10.0.0.11,5,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270847.249,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270849.253,1,10.0.0.12,3,1,0.80,14,124.60,540703.60,193108.4,0.071,2.00,0
1788270849.253,1,10.0.0.11,3,1,0.80,12,145.40,501116.40,208798.5,0.000,2.00,0
1788270849.254,2,10.0.0.12,3,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270849.254,2,10.0.0.11,3,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270849.254,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270851.253,2,10.0.0.12,3,1,0.80,0,0.00,0.00,0.0,0.000,2.00,0
1788270851.253,2,10.0.0.11,3,1,0.80,0,0.00,0.00,0.0,0.000,2.00,0
1788270851.253,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,2.00,0
1788270851.253,1,10.0.0.12,3,1,0.80,13,108.60,539647.60,207556.8,0.000,0.00,0
1788270851.253,1,10.0.0.11,3,1,0.80,11,127.80,458994.80,208634.0,0.000,0.00,0
1788270853.251,1,10.0.0.12,3,1,0.80,9,76.00,373656.00,207586.7,0.000,2.50,0
1788270853.251,1,10.0.0.11,3,1,1.40,12,104.80,457476.80,190615.3,0.083,2.50,0
1788270853.253,2,10.0.0.12,3,1,0.80,0,0.00,0.00,0.0,0.000,0.00,0
1788270853.253,2,10.0.0.11,3,1,1.40,0,0.00,0.00,0.0,0.000,0.00,0
1788270853.253,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270855.264,1,10.0.0.12,3,1,1.00,9,70.00,351425.60,195236.4,0.000,3.50,0
1788270855.264,1,10.0.0.11,4,1,1.60,14,121.80,540518.80,193042.4,0.071,3.50,0
1788270855.267,2,10.0.0.12,3,1,1.00,0,0.00,0.00,0.0,0.000,0.00,0
1788270855.267,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00,0
1788270855.267,2,10.0.0.200,0,0,0.00,1,0.00,0.00,0.0,1.000,0.00,0
1788270857.263,1,10.0.0.12,4,1,1.00,10,89.20,415487.20,207743.6,0.000,2.50,0
1788270857.263,1,10.0.0.11,4,1,2.00,15,129.00,581954.00,193984.7,0.067,2.50,0
