timestamp,dpid,src_ip,distinct_dports,distinct_dst_ips,new_flows_per_s,active_flows,pkts_per_s,bytes_per_s,avg_bytes_per_flow,single_pkt_flow_ratio,packet_in_per_s
1788190261.916,2,10.0.0.13,0,0,0.00,1,613.00,131182.00,655910.0,0.000,0.00
1788190261.916,2,10.0.0.11,3,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190263.906,1,10.0.0.12,2,1,1.00,20,18.40,1881.20,470.3,0.000,0.50
1788190263.906,1,10.0.0.13,0,0,0.00,1,632.80,135419.20,677096.0,0.000,0.50
1788190263.906,1,10.0.0.11,3,1,1.00,14,11.60,1155.40,412.6,0.000,0.50
1788190263.907,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190263.907,2,10.0.0.12,2,1,1.00,0,0.00,0.00,0.0,0.000,0.00
1788190263.907,2,10.0.0.13,0,0,0.00,1,633.00,135462.00,677310.0,0.000,0.00
1788190263.907,2,10.0.0.11,3,1,1.00,0,0.00,0.00,0.0,0.000,0.00
1788190265.909,1,10.0.0.12,5,1,2.20,25,23.40,2303.80,460.8,0.000,7.00
1788190265.909,1,10.0.0.13,0,0,0.00,1,653.80,139913.20,699566.0,0.000,7.00
1788190265.909,1,10.0.0.11,4,1,1.40,16,14.00,1465.60,458.0,0.000,7.00
1788190265.915,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190265.915,2,10.0.0.12,5,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190265.915,2,10.0.0.13,0,0,0.00,1,654.00,139956.00,699780.0,0.000,0.00
1788190265.915,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190267.910,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,3.50
1788190267.910,2,10.0.0.12,5,1,2.60,0,0.00,0.00,0.0,0.000,3.50
1788190267.910,2,10.0.0.13,0,0,0.00,1,670.40,143465.60,717328.0,0.000,3.50
1788190267.910,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,3.50
1788190267.910,1,10.0.0.12,5,1,2.60,23,20.80,1971.40,428.6,0.000,0.00
1788190267.910,1,10.0.0.13,0,0,0.00,1,670.40,143465.60,717328.0,0.000,0.00
1788190267.910,1,10.0.0.11,4,1,1.80,14,12.20,1208.00,431.4,0.000,0.00
1788190269.910,1,10.0.0.12,5,1,2.40,19,18.00,1753.40,461.4,0.000,3.50
1788190269.910,1,10.0.0.13,0,0,0.00,1,693.40,148387.60,741938.0,0.000,3.50
1788190269.910,1,10.0.0.11,4,1,2.20,14,11.60,1114.00,397.9,0.000,3.50
1788190269.911,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190269.911,2,10.0.0.12,5,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190269.911,2,10.0.0.13,0,0,0.00,1,693.40,148387.60,741938.0,0.000,0.00
1788190269.911,2,10.0.0.11,4,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190271.911,1,10.0.0.12,4,1,1.60,20,18.80,1815.00,453.8,0.050,4.00
1788190271.911,1,10.0.0.13,0,0,0.00,1,711.00,152154.00,760770.0,0.000,4.00
1788190271.911,1,10.0.0.11,5,1,1.80,18,15.80,1509.40,419.3,0.000,4.00
1788190271.912,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190271.912,2,10.0.0.12,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190271.912,2,10.0.0.13,0,0,0.00,1,711.00,152154.00,760770.0,0.000,0.00
1788190271.912,2,10.0.0.11,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190273.917,1,10.0.0.12,5,1,2.80,28,26.60,2671.40,477.0,0.000,6.50
1788190273.917,1,10.0.0.13,0,0,0.00,1,731.40,156519.60,782598.0,0.000,6.50
1788190273.917,1,10.0.0.11,5,1,2.20,21,18.60,1812.00,431.4,0.000,6.50
1788190273.917,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190273.917,2,10.0.0.12,5,1,2.80,0,0.00,0.00,0.0,0.000,0.00
1788190273.917,2,10.0.0.13,0,0,0.00,1,731.40,156519.60,782598.0,0.000,0.00
1788190273.917,2,10.0.0.11,5,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190275.914,1,10.0.0.12,4,1,2.80,25,22.60,2311.00,462.2,0.000,5.00
1788190275.914,1,10.0.0.13,0,0,0.00,1,751.20,160756.80,803784.0,0.000,5.00
1788190275.914,1,10.0.0.11,4,1,2.20,22,19.40,1809.00,411.1,0.000,5.00
1788190275.915,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190275.915,2,10.0.0.12,4,1,2.80,0,0.00,0.00,0.0,0.000,0.00
1788190275.915,2,10.0.0.13,0,0,0.00,1,751.20,160756.80,803784.0,0.000,0.00
1788190275.915,2,10.0.0.11,4,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190277.917,1,10.0.0.12,5,1,2.40,22,20.00,2041.00,463.9,0.000,5.00
1788190277.917,1,10.0.0.13,0,0,0.00,1,768.20,164394.80,821974.0,0.000,5.00
1788190277.917,1,10.0.0.11,5,1,3.60,25,22.00,2102.40,420.5,0.000,5.00
1788190277.918,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190277.918,2,10.0.0.12,5,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190277.918,2,10.0.0.13,0,0,0.00,1,768.40,164437.60,822188.0,0.000,0.00
1788190277.918,2,10.0.0.11,5,1,3.60,0,0.00,0.00,0.0,0.000,0.00
1788190279.918,1,10.0.0.12,5,1,1.80,23,21.20,2213.60,481.2,0.000,4.50
1788190279.918,1,10.0.0.13,0,0,0.00,1,791.00,169274.00,846370.0,0.000,4.50
1788190279.918,1,10.0.0.11,4,1,3.00,26,22.80,2233.80,429.6,0.000,4.50
1788190279.918,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190279.918,2,10.0.0.12,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190279.918,2,10.0.0.13,0,0,0.00,1,791.00,169274.00,846370.0,0.000,0.00
1788190279.918,2,10.0.0.11,4,1,3.00,0,0.00,0.00,0.0,0.000,0.00
1788190281.920,1,10.0.0.12,3,1,1.40,21,19.40,1985.20,472.7,0.000,5.00
1788190281.920,1,10.0.0.13,0,0,0.00,1,809.60,173254.40,866272.0,0.000,5.00
1788190281.920,1,10.0.0.11,5,1,2.40,25,21.80,2097.40,419.5,0.000,5.00
1788190281.921,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190281.921,2,10.0.0.12,3,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190281.921,2,10.0.0.13,0,0,0.00,1,809.60,173254.40,866272.0,0.000,0.00
1788190281.921,2,10.0.0.11,5,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190283.918,1,10.0.0.12,4,1,1.40,17,16.00,1617.40,475.7,0.000,2.50
1788190283.918,1,10.0.0.13,0,0,0.00,1,829.60,177534.40,887672.0,0.000,2.50
1788190283.918,1,10.0.0.11,4,1,1.20,22,19.40,1814.20,412.3,0.000,2.50
1788190283.919,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190283.919,2,10.0.0.12,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190283.919,2,10.0.0.13,0,0,0.00,1,829.60,177534.40,887672.0,0.000,0.00
1788190283.919,2,10.0.0.11,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00
1788190285.920,1,10.0.0.12,4,1,2.00,17,15.80,1603.20,471.5,0.000,6.00
1788190285.920,1,10.0.0.13,0,0,0.00,1,851.00,182114.00,910570.0,0.000,6.00
1788190285.920,1,10.0.0.11,4,1,2.20,23,21.40,2081.00,452.4,0.000,6.00
1788190285.923,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190285.923,2,10.0.0.12,4,1,2.00,0,0.00,0.00,0.0,0.000,0.00
1788190285.923,2,10.0.0.13,0,0,0.00,1,851.00,182114.00,910570.0,0.000,0.00
1788190285.923,2,10.0.0.11,4,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190287.921,1,10.0.0.12,5,1,1.80,18,17.20,1717.20,477.0,0.000,4.50
1788190287.921,1,10.0.0.13,0,0,0.00,1,866.80,185495.20,927476.0,0.000,4.50
1788190287.921,1,10.0.0.11,5,1,2.80,23,20.80,2082.80,452.8,0.000,4.50
1788190287.922,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190287.922,2,10.0.0.12,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190287.922,2,10.0.0.13,0,0,0.00,1,866.80,185495.20,927476.0,0.000,0.00
1788190287.922,2,10.0.0.11,5,1,2.80,0,0.00,0.00,0.0,0.000,0.00
1788190289.923,1,10.0.0.12,4,1,2.20,19,17.60,1690.80,444.9,0.000,3.00
1788190289.923,1,10.0.0.13,0,0,0.00,1,887.60,189946.40,949732.0,0.000,3.00
1788190289.923,1,10.0.0.11,5,1,2.40,20,18.60,1838.80,459.7,0.000,3.00
1788190289.924,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190289.924,2,10.0.0.12,4,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190289.924,2,10.0.0.13,0,0,0.00,1,887.60,189946.40,949732.0,0.000,0.00
1788190289.924,2,10.0.0.11,5,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190291.924,1,10.0.0.12,5,1,3.20,22,19.60,1943.00,441.6,0.000,5.50
1788190291.924,1,10.0.0.13,0,0,0.00,1,909.40,194611.60,973058.0,0.000,5.50
1788190291.924,1,10.0.0.11,4,1,1.20,17,16.20,1693.20,498.0,0.000,5.50
1788190291.924,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190291.924,2,10.0.0.12,5,1,3.20,0,0.00,0.00,0.0,0.000,0.00
1788190291.924,2,10.0.0.13,0,0,0.00,1,909.40,194611.60,973058.0,0.000,0.00
1788190291.924,2,10.0.0.11,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00
1788190293.926,1,10.0.0.12,5,1,2.60,19,16.80,1605.20,422.4,0.000,2.50
1788190293.926,1,10.0.0.13,0,0,0.00,1,927.80,198549.20,992746.0,0.000,2.50
1788190293.926,1,10.0.0.11,5,1,1.20,20,18.40,1936.60,484.1,0.000,2.50
1788190293.929,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190293.929,2,10.0.0.12,5,1,2.60,0,0.00,0.00,0.0,0.000,0.00
1788190293.929,2,10.0.0.13,0,0,0.00,1,927.80,198549.20,992746.0,0.000,0.00
1788190293.929,2,10.0.0.11,5,1,1.20,0,0.00,0.00,0.0,0.000,0.00
1788190295.927,1,10.0.0.12,4,1,1.80,18,15.80,1506.20,418.4,0.000,3.00
1788190295.927,1,10.0.0.13,0,0,0.00,1,947.60,202786.40,1013932.0,0.000,3.00
1788190295.927,1,10.0.0.11,4,1,1.60,16,14.20,1549.80,484.3,0.000,3.00
1788190295.928,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190295.928,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190295.928,2,10.0.0.13,0,0,0.00,1,947.80,202829.20,1014146.0,0.000,0.00
1788190295.928,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190297.932,1,10.0.0.12,4,1,1.60,19,16.40,1591.40,418.8,0.000,7.00
1788190297.932,1,10.0.0.13,0,0,0.00,1,968.20,207194.80,1035974.0,0.000,7.00
1788190297.932,1,10.0.0.11,5,1,2.80,19,18.40,1885.00,496.1,0.000,7.00
1788190297.935,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190297.935,2,10.0.0.12,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190297.935,2,10.0.0.13,0,0,0.00,1,968.20,207194.80,1035974.0,0.000,0.00
1788190297.935,2,10.0.0.11,5,1,2.80,0,0.00,0.00,0.0,0.000,0.00
1788190299.928,1,10.0.0.12,4,1,1.80,17,14.80,1435.60,422.2,0.000,4.50
1788190299.928,1,10.0.0.13,0,0,0.00,1,987.60,211346.40,1056732.0,0.000,4.50
1788190299.928,1,10.0.0.11,5,1,3.20,24,22.20,2264.00,471.7,0.000,4.50
1788190299.929,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190299.929,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190299.929,2,10.0.0.13,0,0,0.00,1,987.60,211346.40,1056732.0,0.000,0.00
1788190299.929,2,10.0.0.11,5,1,3.20,0,0.00,0.00,0.0,0.000,0.00
1788190301.931,1,10.0.0.12,3,1,1.40,14,12.40,1269.20,453.3,0.000,1.00
1788190301.931,1,10.0.0.13,0,0,0.00,1,1004.00,214856.00,1074280.0,0.000,1.00
1788190301.931,1,10.0.0.11,5,1,2.40,23,21.00,2073.40,450.7,0.000,1.00
1788190301.932,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190301.932,2,10.0.0.12,3,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190301.932,2,10.0.0.13,0,0,0.00,1,1004.00,214856.00,1074280.0,0.000,0.00
1788190301.932,2,10.0.0.11,5,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190303.932,1,10.0.0.12,4,1,1.20,15,13.20,1323.80,441.3,0.000,3.00
1788190303.932,1,10.0.0.13,0,0,0.00,1,1025.40,219435.60,1097178.0,0.000,3.00
1788190303.932,1,10.0.0.11,4,1,1.80,23,21.00,2064.00,448.7,0.000,3.00
1788190303.932,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190303.932,2,10.0.0.12,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00
1788190303.932,2,10.0.0.13,0,0,0.00,1,1025.40,219435.60,1097178.0,0.000,0.00
1788190303.932,2,10.0.0.11,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190305.932,1,10.0.0.12,3,1,1.60,17,14.80,1488.00,437.6,0.000,6.00
1788190305.932,1,10.0.0.13,0,0,0.00,1,1045.00,223630.00,1118150.0,0.000,6.00
1788190305.932,1,10.0.0.11,3,1,2.20,25,22.20,2108.80,421.8,0.000,6.00
1788190305.933,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190305.933,2,10.0.0.12,3,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190305.933,2,10.0.0.13,0,0,0.00,1,1045.20,223672.80,1118364.0,0.000,0.00
1788190305.933,2,10.0.0.11,3,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190307.934,1,10.0.0.12,4,1,1.80,17,14.00,1450.00,426.5,0.000,3.50
1788190307.934,1,10.0.0.13,0,0,0.00,1,1063.60,227610.40,1138052.0,0.000,3.50
1788190307.934,1,10.0.0.11,4,1,2.60,22,19.20,1804.80,410.2,0.000,3.50
1788190307.935,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190307.935,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190307.935,2,10.0.0.13,0,0,0.00,1,1063.60,227610.40,1138052.0,0.000,0.00
1788190307.935,2,10.0.0.11,4,1,2.60,0,0.00,0.00,0.0,0.000,0.00
1788190309.938,1,10.0.0.12,4,1,1.80,15,12.20,1247.00,415.7,0.000,3.50
1788190309.938,1,10.0.0.13,0,0,0.00,1,1086.20,232446.80,1162234.0,0.000,3.50
1788190309.938,1,10.0.0.11,5,1,2.20,17,14.60,1340.20,394.2,0.000,3.50
1788190309.940,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190309.940,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190309.940,2,10.0.0.13,0,0,0.00,1,1086.20,232446.80,1162234.0,0.000,0.00
1788190309.940,2,10.0.0.11,5,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190311.936,1,10.0.0.12,4,1,1.80,18,15.60,1522.20,422.8,0.000,3.00
1788190311.936,1,10.0.0.13,0,0,0.00,1,1106.60,236812.40,1184062.0,0.000,3.00
1788190311.936,1,10.0.0.11,5,1,1.40,18,15.40,1412.20,392.3,0.000,3.00
1788190311.937,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190311.937,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190311.937,2,10.0.0.13,0,0,0.00,1,1106.60,236812.40,1184062.0,0.000,0.00
1788190311.937,2,10.0.0.11,5,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190313.939,1,10.0.0.12,4,1,1.40,16,13.80,1334.80,417.1,0.000,1.00
1788190313.939,1,10.0.0.13,0,0,0.00,1,1124.80,240707.20,1203536.0,0.000,1.00
1788190313.939,1,10.0.0.11,3,1,1.00,16,13.00,1202.40,375.8,0.062,1.00
1788190313.941,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190313.941,2,10.0.0.12,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190313.941,2,10.0.0.13,0,0,0.00,1,1124.80,240707.20,1203536.0,0.000,0.00
1788190313.941,2,10.0.0.11,3,1,1.00,0,0.00,0.00,0.0,0.000,0.00
1788190315.940,1,10.0.0.12,4,1,1.60,15,12.80,1217.60,405.9,0.000,4.00
1788190315.940,1,10.0.0.13,0,0,0.00,1,1145.40,245115.60,1225578.0,0.000,4.00
1788190315.940,1,10.0.0.11,4,1,1.20,15,12.20,1153.20,384.4,0.000,4.00
1788190315.941,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190315.941,2,10.0.0.12,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190315.941,2,10.0.0.13,0,0,0.00,1,1145.60,245158.40,1225792.0,0.000,0.00
1788190315.941,2,10.0.0.11,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00
1788190317.943,1,10.0.0.12,4,1,1.60,15,12.40,1145.60,381.9,0.000,3.00
1788190317.943,1,10.0.0.13,0,0,0.00,1,1165.00,249310.00,1246550.0,0.000,3.00
1788190317.943,1,10.0.0.11,4,1,1.60,14,11.60,1115.20,398.3,0.000,3.00
1788190317.945,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190317.945,2,10.0.0.12,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190317.945,2,10.0.0.13,0,0,0.00,1,1165.00,249310.00,1246550.0,0.000,0.00
1788190317.945,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190319.942,1,10.0.0.12,4,1,1.80,17,13.80,1313.00,386.2,0.000,4.50
1788190319.942,1,10.0.0.13,0,0,0.00,1,1184.80,253547.20,1267736.0,0.000,4.50
1788190319.942,1,10.0.0.11,5,1,1.80,14,11.40,1067.80,381.4,0.000,4.50
1788190319.942,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190319.942,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190319.942,2,10.0.0.13,0,0,0.00,1,1185.00,253590.00,1267950.0,0.000,0.00
1788190319.942,2,10.0.0.11,5,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190321.944,1,10.0.0.12,4,1,1.40,14,11.60,1117.80,399.2,0.000,5.00
1788190321.944,1,10.0.0.13,0,0,0.00,1,1205.00,257870.00,1289350.0,0.000,5.00
1788190321.944,1,10.0.0.11,5,1,2.20,17,14.20,1437.20,422.7,0.059,5.00
1788190321.945,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190321.945,2,10.0.0.12,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190321.945,2,10.0.0.13,0,0,0.00,1,1205.20,257912.80,1289564.0,0.000,0.00
1788190321.945,2,10.0.0.11,5,1,2.20,0,0.00,0.00,0.0,0.000,0.00
1788190323.945,1,10.0.0.12,4,1,2.00,18,14.20,1354.00,376.1,0.056,2.50
1788190323.945,1,10.0.0.13,0,0,0.00,1,1221.20,261336.80,1306684.0,0.000,2.50
1788190323.945,1,10.0.0.11,3,1,1.20,17,15.20,1557.80,458.2,0.000,2.50
1788190323.947,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190323.947,2,10.0.0.12,4,1,2.00,0,0.00,0.00,0.0,0.000,0.00
1788190323.947,2,10.0.0.13,0,0,0.00,1,1221.20,261336.80,1306684.0,0.000,0.00
1788190323.947,2,10.0.0.11,3,1,1.20,0,0.00,0.00,0.0,0.000,0.00
1788190325.950,1,10.0.0.12,4,1,1.80,18,15.80,1636.80,454.7,0.000,3.50
1788190325.950,1,10.0.0.13,0,0,0.00,1,1244.20,266258.80,1331294.0,0.000,3.50
1788190325.950,1,10.0.0.11,4,1,1.40,15,13.60,1423.00,474.3,0.000,3.50
1788190325.952,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190325.952,2,10.0.0.12,4,1,1.80,0,0.00,0.00,0.0,0.000,0.00
1788190325.952,2,10.0.0.13,0,0,0.00,1,1244.20,266258.80,1331294.0,0.000,0.00
1788190325.952,2,10.0.0.11,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190327.949,1,10.0.0.12,5,1,2.40,21,19.60,1963.60,467.5,0.000,5.50
1788190327.949,1,10.0.0.13,0,0,0.00,1,1263.80,270453.20,1352266.0,0.000,5.50
1788190327.949,1,10.0.0.11,4,1,1.60,17,14.60,1504.60,442.5,0.000,5.50
1788190327.949,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190327.949,2,10.0.0.12,5,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190327.949,2,10.0.0.13,0,0,0.00,1,1263.80,270453.20,1352266.0,0.000,0.00
1788190327.949,2,10.0.0.11,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190329.950,1,10.0.0.12,5,1,2.80,23,21.00,2213.80,481.3,0.000,4.50
1788190329.950,1,10.0.0.13,0,0,0.00,1,1281.40,274219.60,1371098.0,0.000,4.50
1788190329.950,1,10.0.0.11,4,1,2.00,16,14.40,1489.00,465.3,0.000,4.50
1788190329.952,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190329.952,2,10.0.0.12,5,1,2.80,0,0.00,0.00,0.0,0.000,0.00
1788190329.952,2,10.0.0.13,0,0,0.00,1,1281.40,274219.60,1371098.0,0.000,0.00
1788190329.952,2,10.0.0.11,4,1,2.00,0,0.00,0.00,0.0,0.000,0.00
1788190331.951,1,10.0.0.12,5,1,2.40,26,24.00,2447.20,470.6,0.000,5.00
1788190331.951,1,10.0.0.13,0,0,0.00,1,1302.80,278799.20,1393996.0,0.000,5.00
1788190331.951,1,10.0.0.11,4,1,2.40,17,13.80,1370.80,403.2,0.000,5.00
1788190331.952,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190331.952,2,10.0.0.12,5,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190331.952,2,10.0.0.13,0,0,0.00,1,1302.80,278799.20,1393996.0,0.000,0.00
1788190331.952,2,10.0.0.11,4,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190333.957,1,10.0.0.12,4,1,2.00,22,20.60,2152.00,489.1,0.000,3.50
1788190333.957,1,10.0.0.13,0,0,0.00,1,1322.40,282993.60,1414968.0,0.000,3.50
1788190333.957,1,10.0.0.11,5,1,2.40,22,18.00,1908.60,433.8,0.000,3.50
1788190333.960,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190333.960,2,10.0.0.12,4,1,2.00,0,0.00,0.00,0.0,0.000,0.00
1788190333.960,2,10.0.0.13,0,0,0.00,1,1322.60,283036.40,1415182.0,0.000,0.00
1788190333.960,2,10.0.0.11,5,1,2.40,0,0.00,0.00,0.0,0.000,0.00
1788190335.953,1,10.0.0.12,5,1,2.00,27,23.80,2406.20,445.6,0.000,6.50
1788190335.953,1,10.0.0.13,0,0,0.00,1,1341.60,287102.40,1435512.0,0.000,6.50
1788190335.953,1,10.0.0.11,5,1,2.60,24,19.40,1981.40,412.8,0.042,6.50
1788190335.955,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190335.955,2,10.0.0.12,5,1,2.00,0,0.00,0.00,0.0,0.000,0.00
1788190335.955,2,10.0.0.13,0,0,0.00,1,1341.60,287102.40,1435512.0,0.000,0.00
1788190335.955,2,10.0.0.11,5,1,2.60,0,0.00,0.00,0.0,0.000,0.00
1788190337.959,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,3.00
1788190337.959,2,10.0.0.12,5,1,2.00,0,0.00,0.00,0.0,0.000,3.00
1788190337.959,2,10.0.0.13,0,0,0.00,1,1360.40,291125.60,1455628.0,0.000,3.00
1788190337.959,2,10.0.0.11,4,1,2.60,0,0.00,0.00,0.0,0.000,3.00
1788190337.959,1,10.0.0.12,5,1,2.00,22,19.00,1994.00,453.2,0.000,0.00
1788190337.959,1,10.0.0.13,0,0,0.00,1,1360.40,291125.60,1455628.0,0.000,0.00
1788190337.959,1,10.0.0.11,4,1,2.60,24,20.60,2097.40,437.0,0.000,0.00
1788190339.956,1,10.0.0.12,4,1,1.40,19,16.00,1614.40,424.8,0.000,2.50
1788190339.956,1,10.0.0.13,0,0,0.00,1,1380.00,295320.00,1476600.0,0.000,2.50
1788190339.956,1,10.0.0.11,4,1,2.00,22,19.20,1978.20,449.6,0.000,2.50
1788190339.957,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190339.957,2,10.0.0.12,4,1,1.40,0,0.00,0.00,0.0,0.000,0.00
1788190339.957,2,10.0.0.13,0,0,0.00,1,1380.00,295320.00,1476600.0,0.000,0.00
1788190339.957,2,10.0.0.11,4,1,2.00,0,0.00,0.00,0.0,0.000,0.00
1788190341.957,1,10.0.0.12,3,1,1.00,16,13.40,1297.80,405.6,0.000,1.50
1788190341.957,1,10.0.0.13,0,0,0.00,1,1399.80,299557.20,1497786.0,0.000,1.50
1788190341.957,1,10.0.0.11,4,1,1.20,20,17.00,1783.60,445.9,0.000,1.50
1788190341.958,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190341.958,2,10.0.0.12,3,1,1.00,0,0.00,0.00,0.0,0.000,0.00
1788190341.958,2,10.0.0.13,0,0,0.00,1,1399.80,299557.20,1497786.0,0.000,0.00
1788190341.958,2,10.0.0.11,4,1,1.20,0,0.00,0.00,0.0,0.000,0.00
1788190343.958,1,10.0.0.12,4,1,1.60,18,15.00,1507.20,418.7,0.000,4.00
1788190343.958,1,10.0.0.13,0,0,0.00,1,1420.80,304051.20,1520256.0,0.000,4.00
1788190343.958,1,10.0.0.11,4,1,1.20,18,16.00,1601.40,444.8,0.000,4.00
1788190343.959,2,10.0.0.200,0,0,0.00,2,0.00,0.00,0.0,1.000,0.00
1788190343.959,2,10.0.0.12,4,1,1.60,0,0.00,0.00,0.0,0.000,0.00
1788190343.959,2,10.0.0.13,0,0,0.00,1,1421.00,304094.00,1520470.0,0.000,0.00
