timestamp,dst,dport,bytes,rtt_ms,status
1788187175.336242,10.0.0.100,3306,728,11.805,ok
1788187175.622447,10.0.0.100,3306,821,14.859,ok
1788187176.063631,10.0.0.100,80,581,16.428,ok
1788187176.156010,10.0.0.100,22,173,13.994,ok
1788187176.228504,10.0.0.100,22,254,13.886,ok
1788187177.621366,10.0.0.100,8080,1686,14.625,ok
1788187177.894328,10.0.0.100,3306,342,14.138,ok
1788187180.501347,10.0.0.100,22,348,14.303,ok
1788187180.807759,10.0.0.100,80,2896,47.724,ok
1788187181.086424,10.0.0.100,3306,284,27.243,ok
1788187181.685460,10.0.0.100,22,229,20.110,ok
1788187182.208460,10.0.0.100,22,374,16.058,ok
1788187182.403050,10.0.0.100,80,1093,15.028,ok
1788187182.989288,10.0.0.100,3306,668,15.226,ok
1788187184.704079,10.0.0.100,3306,466,14.496,ok
1788187184.919082,10.0.0.100,80,2256,14.329,ok
1788187185.693740,10.0.0.100,443,2752,17.964,ok
1788187185.873454,10.0.0.100,3306,894,14.235,ok
1788187186.124753,10.0.0.100,8080,964,14.197,ok
1788187186.261513,10.0.0.100,80,1988,12.871,ok
1788187187.130508,10.0.0.100,3306,296,13.998,ok
1788187187.160787,10.0.0.100,8080,817,14.041,ok
1788187188.644509,10.0.0.100,8080,1118,13.084,ok
1788187188.936643,10.0.0.100,80,1518,14.486,ok
1788187189.078279,10.0.0.100,443,1896,16.245,ok
1788187189.516659,10.0.0.100,3306,400,14.807,ok
1788187189.584520,10.0.0.100,80,300,14.301,ok
1788187190.593077,10.0.0.100,3306,667,14.669,ok
1788187190.722721,10.0.0.100,22,199,15.624,ok
1788187191.961956,10.0.0.100,22,343,14.987,ok
1788187192.365219,10.0.0.100,22,137,13.724,ok
1788187192.413888,10.0.0.100,8080,1199,11.413,ok
1788187192.609801,10.0.0.100,80,3472,14.798,ok
1788187192.835717,10.0.0.100,8080,483,14.380,ok
1788187193.222879,10.0.0.100,3306,264,15.068,ok
1788187193.338807,10.0.0.100,443,5144,14.999,ok
1788187193.796922,10.0.0.100,80,1238,17.822,ok
1788187194.430875,10.0.0.100,3306,357,14.207,ok
1788187195.227375,10.0.0.100,3306,769,15.249,ok
1788187197.253900,10.0.0.100,22,448,14.491,ok
1788187197.374725,10.0.0.100,80,3315,14.076,ok
1788187197.567083,10.0.0.100,3306,748,16.203,ok
1788187198.347476,10.0.0.100,8080,2047,14.152,ok
1788187198.607685,10.0.0.100,8080,468,14.406,ok
1788187199.030114,10.0.0.100,443,4728,15.847,ok
1788187199.929812,10.0.0.100,80,1367,14.614,ok
1788187201.096406,10.0.0.100,8080,1899,14.980,ok
1788187201.839792,10.0.0.100,22,243,19.192,ok
1788187202.372054,10.0.0.100,443,4317,14.493,ok
1788187204.863897,10.0.0.100,3306,199,14.470,ok
1788187205.588375,10.0.0.100,443,3492,15.122,ok
1788187205.658166,10.0.0.100,443,3762,13.861,ok
1788187205.929149,10.0.0.100,443,2493,15.391,ok
1788187206.503693,10.0.0.100,443,4344,15.199,ok
1788187206.934389,10.0.0.100,8080,1059,13.952,ok
1788187207.430306,10.0.0.100,8080,1973,13.540,ok
1788187207.670624,10.0.0.100,22,383,15.861,ok
1788187208.358170,10.0.0.100,8080,1921,21.569,ok
1788187209.964987,10.0.0.100,22,186,16.689,ok
1788187210.067988,10.0.0.100,8080,1324,15.908,ok
1788187210.627484,10.0.0.100,443,4344,16.236,ok
1788187211.961468,10.0.0.100,3306,662,14.456,ok
1788187212.173499,10.0.0.100,80,848,14.405,ok
1788187212.239588,10.0.0.100,3306,377,14.158,ok
1788187213.570133,10.0.0.100,22,390,14.878,ok
1788187214.056491,10.0.0.100,22,257,13.878,ok
1788187215.701005,10.0.0.100,443,2061,15.366,ok
1788187215.776181,10.0.0.100,8080,816,14.723,ok
1788187216.042073,10.0.0.100,80,2817,14.535,ok
1788187218.153295,10.0.0.100,80,1925,14.694,ok
1788187218.516943,10.0.0.100,22,397,14.894,ok
1788187218.930676,10.0.0.100,22,372,14.815,ok
1788187219.758709,10.0.0.100,443,622,13.684,ok
1788187220.316372,10.0.0.100,443,3612,14.438,ok
1788187220.359216,10.0.0.100,3306,257,13.510,ok
1788187220.809044,10.0.0.100,8080,1072,13.651,ok
1788187220.936598,10.0.0.100,22,373,13.578,ok
1788187220.993411,10.0.0.100,22,202,14.164,ok
1788187222.105534,10.0.0.100,443,4023,13.424,ok
1788187222.393645,10.0.0.100,443,3398,13.740,ok
1788187222.720626,10.0.0.100,22,162,14.978,ok
1788187223.655871,10.0.0.100,80,1065,15.155,ok
1788187224.296331,10.0.0.100,3306,331,14.076,ok
1788187224.519549,10.0.0.100,80,3085,15.129,ok
1788187226.166226,10.0.0.100,443,2788,14.292,ok
1788187226.381441,10.0.0.100,3306,1002,13.629,ok
1788187227.735644,10.0.0.100,3306,1020,14.344,ok
1788187227.906423,10.0.0.100,8080,1491,14.983,ok
1788187227.985007,10.0.0.100,443,4344,13.600,ok
1788187229.059368,10.0.0.100,22,498,14.039,ok
1788187229.987273,10.0.0.100,22,454,15.728,ok
1788187230.394742,10.0.0.100,8080,305,14.131,ok
1788187230.555903,10.0.0.100,8080,1077,13.856,ok
1788187232.829438,10.0.0.100,80,2280,15.302,ok
1788187233.348175,10.0.0.100,22,217,14.267,ok
1788187233.683476,10.0.0.100,22,412,14.173,ok
1788187233.738846,10.0.0.100,443,1839,14.198,ok
1788187233.928906,10.0.0.100,22,229,14.827,ok
1788187236.686759,10.0.0.100,80,3287,13.600,ok
1788187236.991047,10.0.0.100,3306,577,13.813,ok
1788187237.354336,10.0.0.100,80,634,15.294,ok
1788187237.494944,10.0.0.100,443,4344,12.601,ok
1788187238.084715,10.0.0.100,80,2722,14.736,ok
1788187238.127698,10.0.0.100,22,493,14.626,ok
1788187238.726086,10.0.0.100,3306,211,14.424,ok
1788187239.662931,10.0.0.100,22,502,14.369,ok
1788187239.956596,10.0.0.100,443,4344,14.397,ok
1788187240.432929,10.0.0.100,8080,791,11.266,ok
1788187240.496938,10.0.0.100,22,448,14.605,ok
1788187240.545795,10.0.0.100,8080,473,13.333,ok
1788187241.078020,10.0.0.100,443,4344,16.544,ok
1788187241.290632,10.0.0.100,3306,681,15.620,ok
1788187241.462813,10.0.0.100,80,444,16.675,ok
1788187241.627057,10.0.0.100,443,4344,15.534,ok
1788187243.426056,10.0.0.100,80,298,15.796,ok
1788187243.480744,10.0.0.100,3306,285,14.646,ok
1788187243.496948,10.0.0.100,80,1290,14.598,ok
1788187244.249532,10.0.0.100,3306,858,12.324,ok
1788187244.329304,10.0.0.100,3306,250,15.068,ok
1788187244.471842,10.0.0.100,80,1299,14.561,ok
1788187246.233124,10.0.0.100,80,3675,16.670,ok
1788187246.331181,10.0.0.100,443,5792,14.667,ok
1788187246.388873,10.0.0.100,443,4413,15.944,ok
1788187247.965212,10.0.0.100,22,480,12.809,ok
1788187248.594333,10.0.0.100,443,2118,13.807,ok
1788187249.220149,10.0.0.100,22,407,16.609,ok
1788187250.241399,10.0.0.100,80,2522,12.974,ok
1788187250.419212,10.0.0.100,8080,943,16.212,ok
1788187252.275045,10.0.0.100,8080,539,12.502,ok
1788187252.471299,10.0.0.100,8080,1044,14.666,ok
1788187252.541349,10.0.0.100,80,2401,14.931,ok
1788187253.738093,10.0.0.100,22,429,16.998,ok
1788187253.902463,10.0.0.100,3306,427,14.942,ok
1788187254.427270,10.0.0.100,443,1751,14.508,ok
1788187255.040871,10.0.0.100,80,3501,22.469,ok
1788187255.816040,10.0.0.100,80,1938,17.650,ok
1788187256.385797,10.0.0.100,443,2896,31.250,ok
1788187256.601521,10.0.0.100,22,417,27.865,ok
1788187257.299572,10.0.0.100,443,1695,17.869,ok
1788187257.959230,10.0.0.100,3306,796,16.712,ok
1788187259.407431,10.0.0.100,80,3265,11.496,ok
1788187260.232541,10.0.0.100,443,5245,17.195,ok
1788187260.403946,10.0.0.100,22,305,15.025,ok
1788187260.640419,10.0.0.100,80,368,19.690,ok
1788187260.693360,10.0.0.100,8080,1968,22.442,ok
1788187261.782040,10.0.0.100,443,2896,64.589,ok
1788187261.946416,10.0.0.100,80,695,22.420,ok
1788187262.012394,10.0.0.100,80,2179,16.204,ok
1788187262.933878,10.0.0.100,3306,186,15.083,ok
1788187263.051101,10.0.0.100,8080,1779,21.293,ok
1788187263.257936,10.0.0.100,443,3770,15.530,ok
1788187263.750501,10.0.0.100,22,267,15.968,ok
1788187263.909558,10.0.0.100,8080,452,13.017,ok
1788187264.559370,10.0.0.100,3306,1018,18.467,ok
1788187264.915126,10.0.0.100,443,4201,17.327,ok
1788187265.329978,10.0.0.100,80,1655,21.845,ok
1788187265.544832,10.0.0.100,8080,1475,24.931,ok
1788187266.193987,10.0.0.100,8080,1796,20.400,ok
1788187266.227943,10.0.0.100,443,4344,20.490,ok
1788187266.846724,10.0.0.100,8080,1903,20.593,ok
1788187267.165998,10.0.0.100,443,4344,21.400,ok
1788187267.368028,10.0.0.100,22,460,33.209,ok
1788187267.799766,10.0.0.100,22,169,19.716,ok
1788187267.865720,10.0.0.100,22,343,15.731,ok
1788187268.672593,10.0.0.100,443,2896,28.493,ok
1788187269.413493,10.0.0.100,8080,569,13.495,ok
1788187270.416555,10.0.0.100,22,396,28.031,ok
1788187272.856506,10.0.0.100,80,3660,14.369,ok
1788187272.921317,10.0.0.100,8080,1472,16.451,ok
1788187275.129333,10.0.0.100,3306,887,13.738,ok
1788187275.277395,10.0.0.100,3306,214,14.425,ok
1788187275.433968,10.0.0.100,8080,877,14.798,ok
1788187276.540000,10.0.0.100,80,2740,15.289,ok
1788187276.619536,10.0.0.100,22,211,15.553,ok
1788187276.677304,10.0.0.100,22,479,16.218,ok
1788187277.118499,10.0.0.100,443,4344,14.191,ok
1788187277.568495,10.0.0.100,80,437,18.465,ok
1788187277.774083,10.0.0.100,22,457,15.421,ok
1788187278.625462,10.0.0.100,80,3184,13.003,ok
1788187278.935372,10.0.0.100,22,245,15.384,ok
1788187282.833355,10.0.0.100,443,4344,15.441,ok
1788187283.116839,10.0.0.100,8080,1055,14.017,ok
1788187283.206711,10.0.0.100,22,275,21.358,ok
1788187283.986196,10.0.0.100,22,141,15.628,ok
1788187284.047795,10.0.0.100,80,2535,14.287,ok
1788187284.210516,10.0.0.100,443,1392,15.137,ok
1788187284.642099,10.0.0.100,8080,1865,13.682,ok
1788187285.091524,10.0.0.100,443,4021,16.346,ok
1788187285.878352,10.0.0.100,3306,382,22.735,ok
1788187286.049862,10.0.0.100,80,1909,22.444,ok
1788187286.756449,10.0.0.100,443,4344,21.397,ok
1788187286.808421,10.0.0.100,443,4344,18.226,ok
1788187287.740699,10.0.0.100,443,1377,16.436,ok
1788187288.557808,10.0.0.100,3306,260,13.081,ok
1788187288.984904,10.0.0.100,443,4416,14.746,ok
1788187289.650283,10.0.0.100,8080,393,13.494,ok
1788187290.096618,10.0.0.100,443,1156,14.411,ok
1788187292.372145,10.0.0.100,3306,648,14.245,ok
1788187292.724047,10.0.0.100,22,180,17.698,ok
1788187293.713341,10.0.0.100,443,4344,15.022,ok
1788187293.907031,10.0.0.100,443,3584,16.324,ok
1788187294.214098,10.0.0.100,3306,1006,15.563,ok
1788187295.849970,10.0.0.100,443,1757,14.213,ok
1788187295.964917,10.0.0.100,443,5792,13.853,ok
1788187296.648701,10.0.0.100,22,443,14.834,ok
1788187297.729845,10.0.0.100,3306,278,15.753,ok
1788187298.947566,10.0.0.100,3306,337,14.392,ok
1788187299.045928,10.0.0.100,22,145,15.801,ok
1788187299.215751,10.0.0.100,8080,1311,12.002,ok
1788187299.274341,10.0.0.100,22,295,15.299,ok
1788187300.035364,10.0.0.100,3306,262,13.783,ok
1788187300.397215,10.0.0.100,3306,749,17.217,ok
1788187300.831802,10.0.0.100,22,421,18.912,ok
1788187301.973749,10.0.0.100,22,333,14.836,ok
1788187303.133370,10.0.0.100,443,2475,15.921,ok
1788187303.695554,10.0.0.100,3306,885,20.431,ok
1788187303.778443,10.0.0.100,443,1162,16.903,ok
1788187304.710265,10.0.0.100,80,3596,16.155,ok
1788187304.824748,10.0.0.100,8080,1973,23.735,ok
1788187304.867345,10.0.0.100,22,383,21.278,ok
1788187305.612104,10.0.0.100,8080,515,18.796,ok
1788187305.852115,10.0.0.100,443,2505,30.108,ok
1788187306.052366,10.0.0.100,443,4344,15.997,ok
1788187306.503947,10.0.0.100,3306,955,16.613,ok
1788187307.192854,10.0.0.100,22,415,12.508,ok
1788187307.273986,10.0.0.100,3306,250,13.374,ok
1788187307.340161,10.0.0.100,443,3342,13.377,ok
1788187307.988081,10.0.0.100,80,3412,13.872,ok
1788187308.626430,10.0.0.100,80,1576,16.967,ok
1788187308.985658,10.0.0.100,22,241,15.316,ok
1788187311.195236,10.0.0.100,22,417,12.604,ok
1788187311.435202,10.0.0.100,80,3409,17.500,ok
1788187312.388196,10.0.0.100,22,389,14.766,ok
1788187312.643989,10.0.0.100,80,526,16.346,ok
1788187312.962480,10.0.0.100,80,2094,13.818,ok
1788187313.157975,10.0.0.100,80,1963,14.145,ok
1788187314.251866,10.0.0.100,8080,335,13.380,ok
1788187314.266573,10.0.0.100,22,446,14.430,ok
1788187314.587820,10.0.0.100,80,3382,14.659,ok
1788187314.867313,10.0.0.100,22,360,14.695,ok
1788187317.153463,10.0.0.100,443,4843,15.115,ok
1788187317.316609,10.0.0.100,443,4344,18.990,ok
1788187318.726737,10.0.0.100,8080,793,14.347,ok
1788187318.917694,10.0.0.100,8080,1038,14.669,ok
1788187318.986090,10.0.0.100,8080,1799,14.248,ok
1788187319.015068,10.0.0.100,8080,1018,14.580,ok
1788187320.115048,10.0.0.100,22,467,14.859,ok
1788187320.458653,10.0.0.100,22,202,13.906,ok
1788187320.524153,10.0.0.100,8080,1188,13.324,ok
1788187321.755855,10.0.0.100,3306,242,14.938,ok
1788187322.601487,10.0.0.100,8080,907,13.853,ok
1788187323.218282,10.0.0.100,3306,775,14.076,ok
1788187323.406778,10.0.0.100,443,5792,13.908,ok
1788187323.908174,10.0.0.100,443,1780,14.212,ok
1788187324.989579,10.0.0.100,80,3416,15.011,ok
1788187325.184349,10.0.0.100,8080,1845,14.554,ok
1788187325.303496,10.0.0.100,22,159,14.907,ok
1788187325.584136,10.0.0.100,3306,543,15.763,ok
1788187327.317269,10.0.0.100,443,4344,13.642,ok
1788187328.184015,10.0.0.100,443,4344,15.525,ok
1788187328.580279,10.0.0.100,8080,1024,15.010,ok
1788187328.670075,10.0.0.100,8080,415,14.687,ok
1788187331.030189,10.0.0.100,22,384,14.843,ok
1788187331.046883,10.0.0.100,22,185,14.220,ok
1788187331.190261,10.0.0.100,22,478,14.161,ok
1788187331.506868,10.0.0.100,22,281,15.533,ok
1788187331.803909,10.0.0.100,3306,512,13.974,ok
1788187332.208132,10.0.0.100,22,278,15.645,ok
1788187332.490383,10.0.0.100,443,3991,15.481,ok
1788187332.590981,10.0.0.100,80,2060,14.932,ok
1788187332.789940,10.0.0.100,22,495,18.072,ok
1788187332.942041,10.0.0.100,8080,649,14.685,ok
1788187333.546247,10.0.0.100,8080,812,13.738,ok
1788187333.801765,10.0.0.100,443,5620,14.168,ok
1788187334.208914,10.0.0.100,443,5792,14.790,ok
1788187335.302662,10.0.0.100,3306,256,14.047,ok
1788187335.348512,10.0.0.100,3306,395,13.889,ok
1788187335.476494,10.0.0.100,443,4344,15.073,ok
1788187335.728634,10.0.0.100,80,1021,15.848,ok
1788187336.385587,10.0.0.100,3306,824,13.688,ok
1788187336.515855,10.0.0.100,22,272,13.592,ok
1788187336.857515,10.0.0.100,22,496,14.926,ok
1788187337.333853,10.0.0.100,443,2030,15.965,ok
1788187337.644520,10.0.0.100,3306,237,14.619,ok
1788187337.752924,10.0.0.100,443,5792,14.108,ok
1788187338.262460,10.0.0.100,80,997,16.046,ok
1788187338.321654,10.0.0.100,22,258,14.802,ok
1788187339.810493,10.0.0.100,22,374,13.372,ok
1788187340.267057,10.0.0.100,443,1676,15.114,ok
1788187340.350493,10.0.0.100,22,402,14.244,ok
1788187341.941311,10.0.0.100,443,5792,24.691,ok
1788187342.040303,10.0.0.100,3306,686,15.666,ok
1788187343.014477,10.0.0.100,8080,1371,14.801,ok
1788187343.105235,10.0.0.100,3306,154,16.533,ok
1788187343.220798,10.0.0.100,8080,1433,31.570,ok
1788187344.201064,10.0.0.100,22,275,19.848,ok
1788187345.380217,10.0.0.100,80,437,18.394,ok
1788187347.055176,10.0.0.100,443,2014,24.042,ok
1788187347.799715,10.0.0.100,3306,380,15.727,ok
1788187348.295173,10.0.0.100,443,3053,14.297,ok
1788187349.143685,10.0.0.100,8080,1036,22.455,ok
1788187349.396469,10.0.0.100,8080,1635,17.509,ok
1788187349.893740,10.0.0.100,22,231,29.924,ok
1788187350.396906,10.0.0.100,443,4344,25.207,ok
1788187350.736479,10.0.0.100,443,1931,16.590,ok
1788187351.015494,10.0.0.100,22,371,11.898,ok
1788187351.519263,10.0.0.100,3306,520,13.327,ok
1788187351.541277,10.0.0.100,443,2708,12.371,ok
1788187351.882556,10.0.0.100,22,328,15.052,ok
1788187352.023394,10.0.0.100,80,1130,15.188,ok
1788187352.196516,10.0.0.100,8080,412,14.987,ok
1788187352.233578,10.0.0.100,80,3765,13.919,ok
1788187352.862293,10.0.0.100,443,2355,14.468,ok
1788187352.936608,10.0.0.100,8080,898,13.770,ok
1788187353.427282,10.0.0.100,22,293,25.259,ok
1788187353.483302,10.0.0.100,22,240,21.093,ok
1788187353.533541,10.0.0.100,8080,1072,24.279,ok
1788187353.872680,10.0.0.100,8080,1121,33.664,ok
1788187354.745574,10.0.0.100,22,280,22.384,ok
1788187354.903747,10.0.0.100,443,2688,16.335,ok
1788187355.497170,10.0.0.100,22,243,15.474,ok
1788187356.458735,10.0.0.100,443,4344,18.066,ok
1788187357.132844,10.0.0.100,80,3160,21.162,ok
1788187357.231995,10.0.0.100,443,1625,15.434,ok
1788187357.922956,10.0.0.100,8080,1260,31.317,ok
1788187358.288888,10.0.0.100,3306,780,16.559,ok
1788187358.735236,10.0.0.100,443,5792,14.717,ok
1788187358.868376,10.0.0.100,8080,1215,15.265,ok
1788187358.893379,10.0.0.100,80,490,16.361,ok
1788187359.449863,10.0.0.100,8080,823,18.484,ok
1788187359.597348,10.0.0.100,3306,643,16.201,ok
1788187360.142248,10.0.0.100,3306,236,15.338,ok
1788187360.557460,10.0.0.100,22,336,17.937,ok
1788187361.151320,10.0.0.100,3306,272,14.172,ok
1788187361.533302,10.0.0.100,22,498,54.623,ok
1788187361.700255,10.0.0.100,3306,405,14.428,ok
1788187362.559309,10.0.0.100,8080,932,19.713,ok
1788187363.954737,10.0.0.100,22,408,20.980,ok
1788187364.110640,10.0.0.100,443,1430,19.123,ok
1788187364.732139,10.0.0.100,80,3267,19.475,ok
1788187364.917678,10.0.0.100,8080,1279,20.309,ok
1788187365.055753,10.0.0.100,22,297,28.966,ok
1788187365.426083,10.0.0.100,80,2428,14.837,ok
1788187367.099130,10.0.0.100,80,3610,18.978,ok
1788187367.982751,10.0.0.100,22,160,18.409,ok
1788187368.320133,10.0.0.100,80,2106,27.171,ok
1788187368.603977,10.0.0.100,8080,1218,22.454,ok
1788187368.762680,10.0.0.100,8080,1423,17.233,ok
1788187369.195721,10.0.0.100,3306,840,22.763,ok
1788187369.523814,10.0.0.100,80,1139,20.006,ok
1788187370.832988,10.0.0.100,443,4344,17.965,ok
1788187372.341444,10.0.0.100,80,2896,24.355,ok
1788187372.887712,10.0.0.100,443,3678,15.051,ok
1788187373.265284,10.0.0.100,3306,647,13.853,ok
1788187373.333997,10.0.0.100,22,151,13.837,ok
1788187373.436953,10.0.0.100,80,2298,14.479,ok
1788187373.626408,10.0.0.100,443,5792,15.685,ok
1788187373.665911,10.0.0.100,8080,787,12.434,ok
1788187374.037560,10.0.0.100,3306,986,14.291,ok
1788187374.233190,10.0.0.100,8080,1298,13.534,ok
1788187374.341901,10.0.0.100,443,3429,14.577,ok
1788187375.313171,10.0.0.100,80,3883,15.047,ok
1788187375.640397,10.0.0.100,80,260,15.001,ok
1788187375.772325,10.0.0.100,22,148,14.480,ok
1788187376.097901,10.0.0.100,8080,847,14.854,ok
